,Visitor,PTS,Home,PTS.1,visitorWin,homeWin,visTotWL,homeTotWL,visvisWL,homehomeWL,visMatchupWL,homeMatchupWL
1058,Dallas Mavericks,105,New Orleans Pelicans,115,0.0,1.0,,,,,,
1059,Toronto Raptors,93,Orlando Magic,86,1.0,0.0,,,,,,
1060,Detroit Pistons,115,Phoenix Suns,88,1.0,0.0,,,,,,
1061,Houston Rockets,115,Portland Trail Blazers,111,1.0,0.0,,,,,,
1062,Atlanta Hawks,99,Utah Jazz,94,1.0,0.0,,,,,,
1063,Charlotte Hornets,111,Brooklyn Nets,105,1.0,0.0,,,,,,
1064,Denver Nuggets,135,Chicago Bulls,102,1.0,0.0,,,,,,
1065,Toronto Raptors,129,Cleveland Cavaliers,132,0.0,1.0,,,,,,
1066,New York Knicks,98,Miami Heat,119,0.0,1.0,,,,,,
1067,Los Angeles Clippers,127,Milwaukee Bucks,120,1.0,0.0,,,,,,
1068,Indiana Pacers,92,New Orleans Pelicans,96,0.0,1.0,,,,,,
1069,Memphis Grizzlies,105,Philadelphia 76ers,119,0.0,1.0,,,,,,
1070,Washington Wizards,90,San Antonio Spurs,98,0.0,1.0,,,,,,
1071,Memphis Grizzlies,79,Charlotte Hornets,140,0.0,1.0,,,,,,
1072,Utah Jazz,119,Dallas Mavericks,112,1.0,0.0,,,,,,
1073,Detroit Pistons,96,Houston Rockets,100,0.0,1.0,,,,,,
1074,Los Angeles Lakers,125,New Orleans Pelicans,128,0.0,1.0,,,,,,
1075,Philadelphia 76ers,118,Orlando Magic,98,1.0,0.0,,,,,,
1076,Atlanta Hawks,90,Sacramento Kings,105,0.0,1.0,,,,,,
1077,Milwaukee Bucks,118,Chicago Bulls,105,1.0,0.0,,,,,,
1078,Phoenix Suns,95,Cleveland Cavaliers,120,0.0,1.0,,,,,,
1079,Atlanta Hawks,94,Golden State Warriors,106,0.0,1.0,,,,,,
1080,Los Angeles Clippers,104,Indiana Pacers,109,0.0,1.0,,,,,,
1081,Minnesota Timberwolves,108,New York Knicks,104,1.0,0.0,,,,,,
1082,Miami Heat,99,Oklahoma City Thunder,105,0.0,1.0,,,,,,
1083,Boston Celtics,105,Portland Trail Blazers,100,1.0,0.0,,,,,,
1084,Utah Jazz,120,San Antonio Spurs,124,0.0,1.0,,,,,,
1085,Brooklyn Nets,112,Toronto Raptors,116,0.0,1.0,,,,,,
1086,Denver Nuggets,108,Washington Wizards,100,1.0,0.0,,,,,,
1087,Charlotte Hornets,102,Dallas Mavericks,98,1.0,0.0,,,,,,
1088,Chicago Bulls,95,Detroit Pistons,117,0.0,1.0,,,,,,
1089,New Orleans Pelicans,91,Houston Rockets,114,0.0,1.0,,,,,,
1090,Los Angeles Lakers,100,Memphis Grizzlies,93,1.0,0.0,,,,,,
1091,Phoenix Suns,99,Orlando Magic,105,0.0,1.0,,,,,,
1092,Minnesota Timberwolves,108,Philadelphia 76ers,120,0.0,1.0,,,,,,
1093,Cleveland Cavaliers,121,Brooklyn Nets,114,1.0,0.0,,,,,,
1094,Utah Jazz,110,Golden State Warriors,91,1.0,0.0,,,,,,
1095,Atlanta Hawks,99,Houston Rockets,118,0.0,1.0,,,,,,
1096,Miami Heat,107,Indiana Pacers,113,0.0,1.0,,,,,,
1097,San Antonio Spurs,103,Milwaukee Bucks,106,0.0,1.0,,,,,,
1098,Portland Trail Blazers,108,Oklahoma City Thunder,105,1.0,0.0,,,,,,
1099,Boston Celtics,104,Sacramento Kings,93,1.0,0.0,,,,,,
1100,Los Angeles Clippers,117,Toronto Raptors,106,1.0,0.0,,,,,,
1101,New York Knicks,101,Washington Wizards,97,1.0,0.0,,,,,,
1102,New York Knicks,128,Charlotte Hornets,137,0.0,1.0,,,,,,
1103,Los Angeles Lakers,106,Detroit Pistons,112,0.0,1.0,,,,,,
1104,Memphis Grizzlies,101,Minnesota Timberwolves,93,1.0,0.0,,,,,,
1105,Denver Nuggets,104,Philadelphia 76ers,123,0.0,1.0,,,,,,
1106,Boston Celtics,102,Phoenix Suns,94,1.0,0.0,,,,,,
1107,Indiana Pacers,92,Golden State Warriors,81,1.0,0.0,,,,,,
1108,Chicago Bulls,86,Houston Rockets,118,0.0,1.0,,,,,,
1109,Milwaukee Bucks,98,Los Angeles Clippers,105,0.0,1.0,,,,,,
1110,Cleveland Cavaliers,79,Miami Heat,98,0.0,1.0,,,,,,
1111,Portland Trail Blazers,107,New Orleans Pelicans,103,1.0,0.0,,,,,,
1112,Dallas Mavericks,103,Sacramento Kings,97,1.0,0.0,,,,,,
1113,Denver Nuggets,110,Toronto Raptors,114,0.0,1.0,,,,,,
1114,San Antonio Spurs,106,Washington Wizards,116,0.0,1.0,,,,,,
1115,Cleveland Cavaliers,118,Charlotte Hornets,105,1.0,0.0,,,,,,
1116,Dallas Mavericks,93,Los Angeles Lakers,103,0.0,1.0,,,,,,
1117,Portland Trail Blazers,103,Memphis Grizzlies,108,0.0,1.0,,,,,,
1118,Atlanta Hawks,114,Minnesota Timberwolves,126,0.0,1.0,,,,,,
1119,Brooklyn Nets,111,Orlando Magic,104,1.0,0.0,,,,,,
1120,New York Knicks,101,Philadelphia 76ers,118,0.0,1.0,,,,,,
1121,Los Angeles Clippers,111,Phoenix Suns,99,1.0,0.0,,,,,,
1122,Boston Celtics,97,Utah Jazz,94,1.0,0.0,,,,,,
1123,Washington Wizards,92,Detroit Pistons,103,0.0,1.0,,,,,,
1124,Milwaukee Bucks,116,Golden State Warriors,107,1.0,0.0,,,,,,
1125,Chicago Bulls,92,Miami Heat,103,0.0,1.0,,,,,,
1126,Indiana Pacers,106,Sacramento Kings,103,1.0,0.0,,,,,,
1127,Oklahoma City Thunder,99,San Antonio Spurs,103,0.0,1.0,,,,,,
1128,Philadelphia 76ers,101,Atlanta Hawks,91,1.0,0.0,,,,,,
1129,New Orleans Pelicans,102,Cleveland Cavaliers,107,0.0,1.0,,,,,,
1130,Minnesota Timberwolves,93,Dallas Mavericks,92,1.0,0.0,,,,,,
1131,Phoenix Suns,103,Houston Rockets,104,0.0,1.0,,,,,,
1132,Milwaukee Bucks,124,Los Angeles Lakers,122,1.0,0.0,,,,,,
1133,Denver Nuggets,126,Oklahoma City Thunder,125,1.0,0.0,,,,,,
1134,Chicago Bulls,90,Orlando Magic,82,1.0,0.0,,,,,,
1135,Los Angeles Clippers,96,Portland Trail Blazers,105,0.0,1.0,,,,,,
1136,Memphis Grizzlies,97,Utah Jazz,107,0.0,1.0,,,,,,
1137,Toronto Raptors,99,Boston Celtics,110,0.0,1.0,,,,,,
1138,Brooklyn Nets,110,Miami Heat,109,1.0,0.0,,,,,,
1139,Detroit Pistons,115,New York Knicks,109,1.0,0.0,,,,,,
1140,Golden State Warriors,112,Sacramento Kings,96,1.0,0.0,,,,,,
1141,Charlotte Hornets,93,Washington Wizards,107,0.0,1.0,,,,,,
1142,Orlando Magic,88,Atlanta Hawks,94,0.0,1.0,,,,,,
1143,Detroit Pistons,108,Brooklyn Nets,96,1.0,0.0,,,,,,
1144,Washington Wizards,94,Chicago Bulls,113,0.0,1.0,,,,,,
1145,Philadelphia 76ers,119,Charlotte Hornets,102,1.0,0.0,,,,,,
1146,Dallas Mavericks,87,Cleveland Cavaliers,98,0.0,1.0,,,,,,
1147,Milwaukee Bucks,125,Denver Nuggets,128,0.0,1.0,,,,,,
1148,Phoenix Suns,107,Golden State Warriors,117,0.0,1.0,,,,,,
1149,Indiana Pacers,111,Los Angeles Clippers,104,1.0,0.0,,,,,,
1150,Sacramento Kings,84,Los Angeles Lakers,83,1.0,0.0,,,,,,
1151,Utah Jazz,121,Minnesota Timberwolves,97,1.0,0.0,,,,,,
1152,Oklahoma City Thunder,109,New Orleans Pelicans,104,1.0,0.0,,,,,,
1153,Memphis Grizzlies,98,Portland Trail Blazers,113,0.0,1.0,,,,,,
1154,Houston Rockets,83,San Antonio Spurs,100,0.0,1.0,,,,,,
1155,Charlotte Hornets,114,Chicago Bulls,120,0.0,1.0,,,,,,
1156,Toronto Raptors,106,Cleveland Cavaliers,112,0.0,1.0,,,,,,
1157,Portland Trail Blazers,109,Dallas Mavericks,115,0.0,1.0,,,,,,
1158,Indiana Pacers,104,Denver Nuggets,107,0.0,1.0,,,,,,
1159,Washington Wizards,104,Houston Rockets,120,0.0,1.0,,,,,,
1160,San Antonio Spurs,110,Los Angeles Clippers,113,0.0,1.0,,,,,,
1161,Atlanta Hawks,98,Miami Heat,101,0.0,1.0,,,,,,
1162,Boston Celtics,102,Milwaukee Bucks,106,0.0,1.0,,,,,,
1163,Orlando Magic,97,New York Knicks,73,1.0,0.0,,,,,,
1164,Golden State Warriors,111,Oklahoma City Thunder,107,1.0,0.0,,,,,,
1165,Brooklyn Nets,95,Philadelphia 76ers,121,0.0,1.0,,,,,,
1166,Sacramento Kings,94,Phoenix Suns,97,0.0,1.0,,,,,,
1167,Los Angeles Lakers,110,Utah Jazz,117,0.0,1.0,,,,,,
1168,Miami Heat,115,Atlanta Hawks,86,1.0,0.0,,,,,,
1169,Philadelphia 76ers,115,Detroit Pistons,108,1.0,0.0,,,,,,
1170,San Antonio Spurs,112,Los Angeles Lakers,122,0.0,1.0,,,,,,
1171,Memphis Grizzlies,95,New Orleans Pelicans,123,0.0,1.0,,,,,,
1172,Dallas Mavericks,100,Orlando Magic,105,0.0,1.0,,,,,,
1173,Boston Celtics,78,Toronto Raptors,96,0.0,1.0,,,,,,
1174,Washington Wizards,115,Cleveland Cavaliers,119,0.0,1.0,,,,,,
1175,Minnesota Timberwolves,96,Denver Nuggets,100,0.0,1.0,,,,,,
1176,Portland Trail Blazers,94,Houston Rockets,96,0.0,1.0,,,,,,
1177,Golden State Warriors,106,Indiana Pacers,126,0.0,1.0,,,,,,
1178,Brooklyn Nets,119,Milwaukee Bucks,111,1.0,0.0,,,,,,
1179,Los Angeles Clippers,95,Utah Jazz,117,0.0,1.0,,,,,,
1180,Chicago Bulls,104,Boston Celtics,111,0.0,1.0,,,,,,
1181,Dallas Mavericks,106,Detroit Pistons,113,0.0,1.0,,,,,,
1182,Minnesota Timberwolves,113,Los Angeles Lakers,96,1.0,0.0,,,,,,
1183,Sacramento Kings,94,Memphis Grizzlies,93,1.0,0.0,,,,,,
1184,Miami Heat,98,New York Knicks,122,0.0,1.0,,,,,,
1185,Charlotte Hornets,137,Orlando Magic,100,1.0,0.0,,,,,,
1186,Cleveland Cavaliers,130,Philadelphia 76ers,132,0.0,1.0,,,,,,
1187,New Orleans Pelicans,122,Phoenix Suns,103,1.0,0.0,,,,,,
1188,Indiana Pacers,73,Toronto Raptors,92,0.0,1.0,,,,,,
1189,Atlanta Hawks,103,Washington Wizards,97,1.0,0.0,,,,,,
1190,Brooklyn Nets,124,Chicago Bulls,96,1.0,0.0,,,,,,
1191,New Orleans Pelicans,126,Golden State Warriors,120,1.0,0.0,,,,,,
1192,Oklahoma City Thunder,108,Houston Rockets,102,1.0,0.0,,,,,,
1193,Denver Nuggets,134,Los Angeles Clippers,115,1.0,0.0,,,,,,
1194,Milwaukee Bucks,115,New York Knicks,102,1.0,0.0,,,,,,
1195,Portland Trail Blazers,105,San Antonio Spurs,116,0.0,1.0,,,,,,
1196,Atlanta Hawks,112,Boston Celtics,106,1.0,0.0,,,,,,
1197,Indiana Pacers,123,Charlotte Hornets,117,1.0,0.0,,,,,,
1198,Utah Jazz,112,Los Angeles Lakers,97,1.0,0.0,,,,,,
1199,Detroit Pistons,117,Memphis Grizzlies,130,0.0,1.0,,,,,,
1200,Dallas Mavericks,97,Philadelphia 76ers,109,0.0,1.0,,,,,,
1201,Golden State Warriors,117,Phoenix Suns,100,1.0,0.0,,,,,,
1202,Orlando Magic,101,Toronto Raptors,112,0.0,1.0,,,,,,
1203,Chicago Bulls,105,Brooklyn Nets,114,0.0,1.0,,,,,,
1204,Portland Trail Blazers,82,Denver Nuggets,88,0.0,1.0,,,,,,
1205,Toronto Raptors,108,Detroit Pistons,98,1.0,0.0,,,,,,
1206,New Orleans Pelicans,113,Los Angeles Clippers,100,1.0,0.0,,,,,,
1207,Oklahoma City Thunder,115,Miami Heat,93,1.0,0.0,,,,,,
1208,Orlando Magic,86,Milwaukee Bucks,102,0.0,1.0,,,,,,
1209,Memphis Grizzlies,94,Minnesota Timberwolves,113,0.0,1.0,,,,,,
1210,Cleveland Cavaliers,123,New York Knicks,109,1.0,0.0,,,,,,
1211,Sacramento Kings,85,San Antonio Spurs,98,0.0,1.0,,,,,,
1212,Philadelphia 76ers,121,Atlanta Hawks,113,1.0,0.0,,,,,,
1213,Phoenix Suns,124,Dallas Mavericks,97,1.0,0.0,,,,,,
1214,Charlotte Hornets,119,Indiana Pacers,93,1.0,0.0,,,,,,
1215,Houston Rockets,105,Los Angeles Lakers,99,1.0,0.0,,,,,,
1216,Golden State Warriors,79,Utah Jazz,119,0.0,1.0,,,,,,
1217,Boston Celtics,101,Washington Wizards,113,0.0,1.0,,,,,,
1218,Brooklyn Nets,97,Boston Celtics,110,0.0,1.0,,,,,,
1219,Detroit Pistons,119,Chicago Bulls,87,1.0,0.0,,,,,,
1220,New York Knicks,110,Cleveland Cavaliers,98,1.0,0.0,,,,,,
1221,Los Angeles Lakers,115,Los Angeles Clippers,100,1.0,0.0,,,,,,
1222,Toronto Raptors,109,Miami Heat,116,0.0,1.0,,,,,,
1223,Denver Nuggets,106,Minnesota Timberwolves,112,0.0,1.0,,,,,,
1224,San Antonio Spurs,98,New Orleans Pelicans,122,0.0,1.0,,,,,,
1225,Memphis Grizzlies,123,Oklahoma City Thunder,137,0.0,1.0,,,,,,
1226,Washington Wizards,92,Orlando Magic,101,0.0,1.0,,,,,,
1227,Milwaukee Bucks,95,Philadelphia 76ers,130,0.0,1.0,,,,,,
1228,Utah Jazz,93,Portland Trail Blazers,102,0.0,1.0,,,,,,
1229,Houston Rockets,83,Sacramento Kings,96,0.0,1.0,,,,,,
